Year,state,coc_number,coc_name,measures,count
2009-01-01,TX,TX-503,Austin/Travis County CoC,Homeless People in Families,663
2009-01-01,TX,TX-503,Austin/Travis County CoC,Sheltered Chronically Homeless Individuals,179
2009-01-01,TX,TX-503,Austin/Travis County CoC,Sheltered Homeless,"1,418"
2009-01-01,TX,TX-503,Austin/Travis County CoC,Sheltered Homeless Individuals,778
2009-01-01,TX,TX-503,Austin/Travis County CoC,Sheltered Homeless People in Families,640
2009-01-01,TX,TX-503,Austin/Travis County CoC,Total Homeless,"2,641"
2009-01-01,TX,TX-503,Austin/Travis County CoC,Unsheltered Chronically Homeless Individuals,350
2009-01-01,TX,TX-503,Austin/Travis County CoC,Unsheltered Homeless,"1,223"
2009-01-01,TX,TX-503,Austin/Travis County CoC,Unsheltered Homeless Individuals,"1,200"
2009-01-01,TX,TX-503,Austin/Travis County CoC,Unsheltered Homeless People in Families,23
2009-01-01,TX,TX-600,Dallas City & County/Irving CoC,Chronically Homeless Individuals,601
2009-01-01,TX,TX-600,Dallas City & County/Irving CoC,Homeless Individuals,"2,225"
2009-01-01,TX,TX-600,Dallas City & County/Irving CoC,Homeless People in Families,"1,476"
2009-01-01,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Chronically Homeless Individuals,528
2009-01-01,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Homeless,"3,525"
2009-01-01,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Homeless Individuals,"2,061"
2009-01-01,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Homeless People in Families,"1,464"
2009-01-01,TX,TX-600,Dallas City & County/Irving CoC,Total Homeless,"3,701"
2009-01-01,TX,TX-600,Dallas City & County/Irving CoC,Unsheltered Chronically Homeless Individuals,73
2009-01-01,TX,TX-600,Dallas City & County/Irving CoC,Unsheltered Homeless,176
2009-01-01,TX,TX-600,Dallas City & County/Irving CoC,Unsheltered Homeless Individuals,164
2009-01-01,TX,TX-600,Dallas City & County/Irving CoC,Unsheltered Homeless People in Families,12
2009-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Chronically Homeless Individuals,209
2009-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Homeless Individuals,"1,299"
2009-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Homeless People in Families,882
2009-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Sheltered Chronically Homeless Individuals,147
2009-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Sheltered Homeless,"1,986"
2009-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Sheltered Homeless Individuals,"1,104"
2009-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Sheltered Homeless People in Families,882
2009-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Total Homeless,"2,181"
2009-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Unsheltered Chronically Homeless Individuals,62
2009-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Unsheltered Homeless,195
2009-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Unsheltered Homeless Individuals,195
2009-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Unsheltered Homeless People in Families,0
2009-01-01,TX,TX-603,El Paso City & County CoC,Chronically Homeless Individuals,205
2009-01-01,TX,TX-603,El Paso City & County CoC,Homeless Individuals,768
2009-01-01,TX,TX-603,El Paso City & County CoC,Homeless People in Families,492
2009-01-01,TX,TX-603,El Paso City & County CoC,Sheltered Chronically Homeless Individuals,69
2009-01-01,TX,TX-603,El Paso City & County CoC,Sheltered Homeless,964
2009-01-01,TX,TX-603,El Paso City & County CoC,Sheltered Homeless Individuals,478
2009-01-01,TX,TX-603,El Paso City & County CoC,Sheltered Homeless People in Families,486
2009-01-01,TX,TX-603,El Paso City & County CoC,Total Homeless,"1,260"
2009-01-01,TX,TX-603,El Paso City & County CoC,Unsheltered Chronically Homeless Individuals,136
2009-01-01,TX,TX-603,El Paso City & County CoC,Unsheltered Homeless,296
2009-01-01,TX,TX-603,El Paso City & County CoC,Unsheltered Homeless Individuals,290
2009-01-01,TX,TX-603,El Paso City & County CoC,Unsheltered Homeless People in Families,6
2009-01-01,TX,TX-604,Waco/McLennan County CoC,Chronically Homeless Individuals,48
2009-01-01,TX,TX-604,Waco/McLennan County CoC,Homeless Individuals,231
2009-01-01,TX,TX-604,Waco/McLennan County CoC,Homeless People in Families,81
2009-01-01,TX,TX-604,Waco/McLennan County CoC,Sheltered Chronically Homeless Individuals,29
2009-01-01,TX,TX-604,Waco/McLennan County CoC,Sheltered Homeless,226
2009-01-01,TX,TX-604,Waco/McLennan County CoC,Sheltered Homeless Individuals,151
2009-01-01,TX,TX-604,Waco/McLennan County CoC,Sheltered Homeless People in Families,75
2009-01-01,TX,TX-604,Waco/McLennan County CoC,Total Homeless,312
2009-01-01,TX,TX-604,Waco/McLennan County CoC,Unsheltered Chronically Homeless Individuals,19
2009-01-01,TX,TX-604,Waco/McLennan County CoC,Unsheltered Homeless,86
2009-01-01,TX,TX-604,Waco/McLennan County CoC,Unsheltered Homeless Individuals,80
2009-01-01,TX,TX-604,Waco/McLennan County CoC,Unsheltered Homeless People in Families,6
2009-01-01,TX,TX-607,Texas Balance of State (BoS) CoC,Chronically Homeless Individuals,"1,743"
2009-01-01,TX,TX-607,Texas Balance of State (BoS) CoC,Homeless Individuals,"7,482"
2009-01-01,TX,TX-607,Texas Balance of State (BoS) CoC,Homeless People in Families,"7,845"
2009-01-01,TX,TX-607,Texas Balance of State (BoS) CoC,Sheltered Chronically Homeless Individuals,602
2009-01-01,TX,TX-607,Texas Balance of State (BoS) CoC,Sheltered Homeless,"5,644"
2009-01-01,TX,TX-607,Texas Balance of State (BoS) CoC,Sheltered Homeless Individuals,"2,908"
2009-01-01,TX,TX-607,Texas Balance of State (BoS) CoC,Sheltered Homeless People in Families,"2,736"
2009-01-01,TX,TX-607,Texas Balance of State (BoS) CoC,Total Homeless,"15,327"
2009-01-01,TX,TX-607,Texas Balance of State (BoS) CoC,Unsheltered Chronically Homeless Individuals,"1,141"
2009-01-01,TX,TX-607,Texas Balance of State (BoS) CoC,Unsheltered Homeless,"9,683"
2009-01-01,TX,TX-607,Texas Balance of State (BoS) CoC,Unsheltered Homeless Individuals,"4,574"
2009-01-01,TX,TX-607,Texas Balance of State (BoS) CoC,Unsheltered Homeless People in Families,"5,109"
2009-01-01,TX,TX-611,Amarillo CoC,Chronically Homeless Individuals,86
2009-01-01,TX,TX-611,Amarillo CoC,Homeless Individuals,335
2009-01-01,TX,TX-611,Amarillo CoC,Homeless People in Families,231
2009-01-01,TX,TX-611,Amarillo CoC,Sheltered Chronically Homeless Individuals,48
2009-01-01,TX,TX-611,Amarillo CoC,Sheltered Homeless,439
2009-01-01,TX,TX-611,Amarillo CoC,Sheltered Homeless Individuals,242
2009-01-01,TX,TX-611,Amarillo CoC,Sheltered Homeless People in Families,197
2009-01-01,TX,TX-611,Amarillo CoC,Total Homeless,566
2009-01-01,TX,TX-611,Amarillo CoC,Unsheltered Chronically Homeless Individuals,38
2009-01-01,TX,TX-611,Amarillo CoC,Unsheltered Homeless,127
2009-01-01,TX,TX-611,Amarillo CoC,Unsheltered Homeless Individuals,93
2009-01-01,TX,TX-611,Amarillo CoC,Unsheltered Homeless People in Families,34
2009-01-01,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Chronically Homeless Individuals,190
2009-01-01,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Homeless Individuals,215
2009-01-01,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Homeless People in Families,27
2009-01-01,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Sheltered Chronically Homeless Individuals,183
2009-01-01,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Sheltered Homeless,235
2009-01-01,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Sheltered Homeless Individuals,208
2009-01-01,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Sheltered Homeless People in Families,27
2009-01-01,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Total Homeless,242
2009-01-01,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Unsheltered Chronically Homeless Individuals,7
2009-01-01,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Unsheltered Homeless,7
2009-01-01,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Unsheltered Homeless Individuals,7
2009-01-01,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Unsheltered Homeless People in Families,0
2009-01-01,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Chronically Homeless Individuals,"1,739"
2009-01-01,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Homeless Individuals,"5,902"
2009-01-01,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Homeless People in Families,"1,674"
2009-01-01,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Sheltered Chronically Homeless Individuals,613
2009-01-01,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Sheltered Homeless,"5,457"
2009-01-01,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Sheltered Homeless Individuals,"4,037"
2009-01-01,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Sheltered Homeless People in Families,"1,420"
2009-01-01,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Total Homeless,"7,576"
2009-01-01,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Unsheltered Chronically Homeless Individuals,"1,126"
2009-01-01,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Unsheltered Homeless,"2,119"
2009-01-01,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Unsheltered Homeless Individuals,"1,865"
2009-01-01,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Unsheltered Homeless People in Families,254
2009-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Chronically Homeless Individuals,58
2009-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Homeless Individuals,223
2009-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Homeless People in Families,42
2009-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Sheltered Chronically Homeless Individuals,45
2009-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Sheltered Homeless,181
2009-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Sheltered Homeless Individuals,146
2009-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Sheltered Homeless People in Families,35
2009-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Total Homeless,265
2009-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Unsheltered Chronically Homeless Individuals,13
2009-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Unsheltered Homeless,84
2009-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Unsheltered Homeless Individuals,77
2009-01-01,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Unsheltered Homeless People in Families,7
2011-01-01,TX,TX-500,San Antonio/Bexar County CoC,Chronically Homeless,676
2011-01-01,TX,TX-500,San Antonio/Bexar County CoC,Chronically Homeless Individuals,461
2011-01-01,TX,TX-500,San Antonio/Bexar County CoC,Chronically Homeless People in Families,215
2011-01-01,TX,TX-500,San Antonio/Bexar County CoC,Homeless Individuals,"2,339"
2011-01-01,TX,TX-500,San Antonio/Bexar County CoC,Homeless People in Families,883
2011-01-01,TX,TX-500,San Antonio/Bexar County CoC,Homeless Veterans,351
2011-01-01,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Chronically Homeless,438
2011-01-01,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Chronically Homeless Individuals,223
2011-01-01,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Chronically Homeless People in Families,215
2011-01-01,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Homeless,"2,046"
2011-01-01,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Homeless Individuals,"1,167"
2011-01-01,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Homeless People in Families,879
2011-01-01,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Homeless Veterans,252
2011-01-01,TX,TX-500,San Antonio/Bexar County CoC,Total Homeless,"3,222"
2011-01-01,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Chronically Homeless,238
2011-01-01,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Chronically Homeless Individuals,238
2011-01-01,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Chronically Homeless People in Families,0
2011-01-01,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Homeless,"1,176"
2011-01-01,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Homeless Individuals,"1,172"
2011-01-01,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Homeless People in Families,4
2011-01-01,TX,TX-500,San Antonio/Bexar County CoC,Unsheltered Homeless Veterans,99
2011-01-01,TX,TX-503,Austin/Travis County CoC,Chronically Homeless,793
2011-01-01,TX,TX-503,Austin/Travis County CoC,Chronically Homeless Individuals,785
2011-01-01,TX,TX-503,Austin/Travis County CoC,Chronically Homeless People in Families,8
2011-01-01,TX,TX-503,Austin/Travis County CoC,Homeless Individuals,"1,700"
2011-01-01,TX,TX-503,Austin/Travis County CoC,Homeless People in Families,662
2011-01-01,TX,TX-503,Austin/Travis County CoC,Homeless Veterans,515
2011-01-01,TX,TX-503,Austin/Travis County CoC,Sheltered Chronically Homeless,327
2011-01-01,TX,TX-503,Austin/Travis County CoC,Sheltered Chronically Homeless Individuals,319
2011-01-01,TX,TX-503,Austin/Travis County CoC,Sheltered Chronically Homeless People in Families,8
2011-01-01,TX,TX-503,Austin/Travis County CoC,Sheltered Homeless,"1,358"
2011-01-01,TX,TX-503,Austin/Travis County CoC,Sheltered Homeless Individuals,701
2011-01-01,TX,TX-503,Austin/Travis County CoC,Sheltered Homeless People in Families,657
2011-01-01,TX,TX-503,Austin/Travis County CoC,Sheltered Homeless Veterans,293
2011-01-01,TX,TX-503,Austin/Travis County CoC,Total Homeless,"2,362"
2011-01-01,TX,TX-503,Austin/Travis County CoC,Unsheltered Chronically Homeless,466
2011-01-01,TX,TX-503,Austin/Travis County CoC,Unsheltered Chronically Homeless Individuals,466
2011-01-01,TX,TX-503,Austin/Travis County CoC,Unsheltered Chronically Homeless People in Families,0
2011-01-01,TX,TX-503,Austin/Travis County CoC,Unsheltered Homeless,"1,004"
2011-01-01,TX,TX-503,Austin/Travis County CoC,Unsheltered Homeless Individuals,999
2011-01-01,TX,TX-503,Austin/Travis County CoC,Unsheltered Homeless People in Families,5
2011-01-01,TX,TX-503,Austin/Travis County CoC,Unsheltered Homeless Veterans,222
2011-01-01,TX,TX-600,Dallas City & County/Irving CoC,Chronically Homeless,760
2011-01-01,TX,TX-600,Dallas City & County/Irving CoC,Chronically Homeless Individuals,760
2011-01-01,TX,TX-600,Dallas City & County/Irving CoC,Chronically Homeless People in Families,0
2011-01-01,TX,TX-600,Dallas City & County/Irving CoC,Homeless Individuals,"1,591"
2011-01-01,TX,TX-600,Dallas City & County/Irving CoC,Homeless People in Families,"1,949"
2011-01-01,TX,TX-600,Dallas City & County/Irving CoC,Homeless Veterans,555
2011-01-01,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Chronically Homeless,608
2011-01-01,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Chronically Homeless Individuals,608
2011-01-01,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Chronically Homeless People in Families,0
2011-01-01,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Homeless,"3,297"
2011-01-01,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Homeless Individuals,"1,382"
2011-01-01,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Homeless People in Families,"1,915"
2011-01-01,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Homeless Veterans,521
2011-01-01,TX,TX-600,Dallas City & County/Irving CoC,Total Homeless,"3,540"
2011-01-01,TX,TX-600,Dallas City & County/Irving CoC,Unsheltered Chronically Homeless,152
2011-01-01,TX,TX-600,Dallas City & County/Irving CoC,Unsheltered Chronically Homeless Individuals,152
2011-01-01,TX,TX-600,Dallas City & County/Irving CoC,Unsheltered Chronically Homeless People in Families,0
2011-01-01,TX,TX-600,Dallas City & County/Irving CoC,Unsheltered Homeless,243
2011-01-01,TX,TX-600,Dallas City & County/Irving CoC,Unsheltered Homeless Individuals,209
2011-01-01,TX,TX-600,Dallas City & County/Irving CoC,Unsheltered Homeless People in Families,34
2011-01-01,TX,TX-600,Dallas City & County/Irving CoC,Unsheltered Homeless Veterans,34
2011-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Chronically Homeless,328
2011-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Chronically Homeless Individuals,306
2011-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Chronically Homeless People in Families,22
2011-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Homeless Individuals,"1,247"
2011-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Homeless People in Families,922
2011-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Homeless Veterans,235
2011-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Sheltered Chronically Homeless,290
2011-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Sheltered Chronically Homeless Individuals,268
2011-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Sheltered Chronically Homeless People in Families,22
2011-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Sheltered Homeless,"2,033"
2011-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Sheltered Homeless Individuals,"1,113"
2011-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Sheltered Homeless People in Families,920
2011-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Sheltered Homeless Veterans,207
2011-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Total Homeless,"2,169"
2011-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Unsheltered Chronically Homeless,38
2011-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Unsheltered Chronically Homeless Individuals,38
2011-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Unsheltered Chronically Homeless People in Families,0
2011-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Unsheltered Homeless,136
2011-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Unsheltered Homeless Individuals,134
2011-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Unsheltered Homeless People in Families,2
2011-01-01,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Unsheltered Homeless Veterans,28
2011-01-01,TX,TX-603,El Paso City & County CoC,Chronically Homeless,100
2011-01-01,TX,TX-603,El Paso City & County CoC,Chronically Homeless Individuals,94
2011-01-01,TX,TX-603,El Paso City & County CoC,Chronically Homeless People in Families,6
2011-01-01,TX,TX-603,El Paso City & County CoC,Homeless Individuals,709
